,species,genus,family,order,class,phylum,kingdom,superkingdom
521,1543721,349742,0,0,1236,1224,0,2
522,1547219,1921556,2732891,2732546,2732464,2732406,2732396,10239
523,1547448,2801844,31957,85009,1760,201174,0,2
524,1547898,376170,1644056,1644055,183963,28890,0,2157
525,1548547,1738655,1738654,135613,1236,1224,0,2
526,1548548,1779136,1779135,1779134,28221,0,0,2
527,1548602,57494,1268,85006,1760,201174,0,2
528,154981,1658781,31989,204455,28211,1224,0,2
529,1549855,1804663,41295,204441,28211,1224,0,2
530,1550024,1905344,216572,186802,186801,1239,0,2
531,1550241,2856573,114378,2856582,183924,28889,0,2157
532,1550728,150203,41297,204457,28211,1224,0,2
533,1550733,2676781,41297,204457,28211,1224,0,2
534,155077,10,1706371,1706369,1236,1224,0,2
535,1552990,2993618,1644061,1644060,183963,28890,0,2157
536,1553431,1810868,119060,80840,28216,1224,0,2
537,1555112,1676651,1676650,1676649,1676648,1239,0,2
538,1556,1505664,2042895,1737405,1737404,1239,0,2
539,155863,155862,2183,2182,183939,28890,0,2157
540,155892,75,76892,204458,28211,1224,0,2
541,155978,155977,1890429,1890424,3028117,1117,0,2
542,1561003,2929841,0,80840,28216,1224,0,2
543,1561005,2924872,186807,186802,186801,1239,0,2
544,1565,1562,2937910,186802,186801,1239,0,2
545,1565605,1914449,2008793,32003,28216,1224,0,2
546,1569057,2733238,675068,675063,2732461,2732406,2732396,10239
547,1570,45667,186817,1385,91061,1239,0,2
548,1575,110932,85023,85006,1760,201174,0,2
549,157592,157591,2008793,32003,28216,1224,0,2
550,157673,697331,712,135625,1236,1224,0,2
551,157692,2755140,1129771,203491,203490,32066,0,2
552,1577791,1607807,1577788,1235850,183967,2283796,0,2157
553,1578165,670516,1762,85007,1760,201174,0,2
554,1579316,2854182,2854170,204455,28211,1224,0,2
555,1579979,1676142,1676141,135613,1236,1224,0,2
556,158,157,2845253,136,203692,203691,0,2
557,158080,42054,28256,135619,1236,1224,0,2
558,1581680,1679002,32011,32003,28216,1224,0,2
559,1582259,2692382,1737406,1737405,1737404,1239,0,2
560,158327,158481,224379,135619,1236,1224,0,2
561,1585976,59735,2762318,200644,117743,976,0,2
562,1586232,1699375,1644061,1644060,183963,28890,0,2157
563,1586233,1763447,1963268,2235,183963,28890,0,2157
564,1586287,165301,2070,85010,1760,201174,0,2
565,158822,158483,543,91347,1236,1224,0,2
566,158841,82980,1903416,91347,1236,1224,0,2
567,158849,158848,1903414,91347,1236,1224,0,2
568,158877,158876,543,91347,1236,1224,0,2
569,158899,202907,75682,80840,28216,1224,0,2
570,1589,2767842,33958,186826,91061,1239,0,2
571,1591409,1759417,31989,204455,28211,1224,0,2
572,159346,159345,2854170,204455,28211,1224,0,2
573,1594731,1699619,543,91347,1236,1224,0,2
574,1595998,2169662,2169574,2732537,2732423,2732416,2732092,10239
575,1597,2759736,33958,186826,91061,1239,0,2
576,159743,44249,186822,1385,91061,1239,0,2
577,1597781,1597779,0,80840,28216,1224,0,2
578,160233,54258,2272,114380,183924,28889,0,2157
579,1603,2767876,33958,186826,91061,1239,0,2
580,1603555,1825023,0,0,0,651137,0,2157
581,1603606,890,213421,69541,3031651,200940,0,2
582,1604004,1656823,2236,2235,183963,28890,0,2157
583,1608628,119044,45401,356,28211,1224,0,2
584,1608957,908623,908622,908621,908620,201174,0,2
585,1609966,1433986,2854170,204455,28211,1224,0,2
586,1610493,72763,31957,85009,1760,201174,0,2
587,161154,202949,3039168,3039167,186801,1239,0,2
588,1612173,1543704,2829815,204441,28211,1224,0,2
589,161493,161492,1524215,29,32015,2818505,0,2
590,1618,2767888,33958,186826,91061,1239,0,2
591,1618207,2078575,1268,85006,1760,201174,0,2
592,1619308,1759331,85023,85006,1760,201174,0,2
593,1619313,3026546,1903409,91347,1236,1224,0,2
594,1620215,1744881,1692041,1692040,1236,1224,0,2
595,1620816,1620790,1162,1161,3028117,1117,0,2
596,1621989,1902583,1902584,3031460,3031450,200940,0,2
597,1622118,358023,49546,200644,117743,976,0,2
598,1623,2767887,33958,186826,91061,1239,0,2
599,1630135,36739,85020,85006,1760,201174,0,2
600,1630141,1980513,1046,135613,1236,1224,0,2
601,1632864,118,126,112,203683,203682,0,2
602,1633151,1623299,0,0,2731619,2731618,2731360,10239
603,163359,986106,1692041,1692040,1236,1224,0,2
604,1634516,72173,41297,204457,28211,1224,0,2
605,1635327,2894762,1240483,1240482,1236,1224,0,2
606,1639,1637,186820,1385,91061,1239,0,2
607,1639108,1745211,1903411,91347,1236,1224,0,2
608,1642646,307628,2005520,171549,200643,976,0,2
609,164451,164450,2267,2266,183924,28889,0,2157
610,164514,34098,39782,200644,117743,976,0,2
611,164546,106589,119060,80840,28216,1224,0,2
612,1646,1645,1268,85006,1760,201174,0,2
613,1646377,1565532,1903411,91347,1236,1224,0,2
614,164750,11014,249310,2732540,2732458,2732405,2732396,10239
615,164759,238749,80864,80840,28216,1224,0,2
616,1648404,2800681,335929,204457,28211,1224,0,2
617,165096,46255,33958,186826,91061,1239,0,2
618,165179,2974251,171552,171549,200643,976,0,2
619,1653434,1769710,186803,186802,186801,1239,0,2
620,1653476,444090,188711,188710,67799,200940,0,2
621,1653480,674734,2070,85010,1760,201174,0,2
622,1658616,256846,566277,278081,1313211,256845,0,2
623,1658665,65047,2975441,80840,28216,1224,0,2
624,1658671,267408,85021,85006,1760,201174,0,2
625,1659771,1659770,12058,464095,2732506,2732408,2732396,10239
626,1661,1069494,2049,2037,1760,201174,0,2
627,166485,166484,31979,186802,186801,1239,0,2
628,166486,841,186803,186802,186801,1239,0,2
629,166501,262406,0,0,0,200795,0,2
630,166935,53246,267888,135622,1236,1224,0,2
631,1670455,2017961,118883,2281,183924,28889,0,2157
632,1670800,2911176,69277,356,28211,1224,0,2
633,1670830,1755825,1755824,1755823,908620,201174,0,2
634,1670831,1747770,1747769,1747768,908620,201174,0,2
635,1673428,1747777,1747776,2301,183967,2283796,0,2157
636,1674922,478070,2821832,356,28211,1224,0,2
637,1675686,1692042,1692041,1692040,1236,1224,0,2
638,167642,167639,203492,203491,203490,32066,0,2
639,1678128,665874,80864,80840,28216,1224,0,2
640,1678143,2948857,291484,2732543,2732461,2732406,2732396,10239
641,1678144,2946812,291484,2732543,2732461,2732406,2732396,10239
642,1678145,2948883,291484,2732543,2732461,2732406,2732396,10239
643,1678146,2948661,291484,2732543,2732461,2732406,2732396,10239
644,1678147,1678142,291484,2732543,2732461,2732406,2732396,10239
645,1678906,39755,11006,2732540,2732458,2732405,2732396,10239
646,1679096,2907507,1963268,2235,183963,28890,0,2157
647,167964,233189,292628,292629,292625,200795,0,2
648,1679721,1663717,186803,186802,186801,1239,0,2
649,168169,409304,543,91347,1236,1224,0,2
650,1682490,2249462,90627,32003,28216,1224,0,2
651,168384,248744,186803,186802,186801,1239,0,2
652,168471,168470,1499392,206351,28216,1224,0,2
653,1685010,59732,2762318,200644,117743,976,0,2
654,168695,168694,28056,85008,1760,201174,0,2
655,1690672,2733291,10404,2732515,2732514,2732409,2732397,10239
656,169176,2827482,335929,204457,28211,1224,0,2
657,169435,244127,216572,186802,186801,1239,0,2
658,169683,680115,0,0,2731619,2731618,2731360,10239
659,1697053,1654787,135621,72274,1236,1224,0,2
660,1702221,1729679,128827,526525,526524,1239,0,2
661,1702325,28209,2036754,356,28211,1224,0,2
662,1704307,134550,0,0,134549,74201,0,2
663,1704499,762296,403,135618,1236,1224,0,2
664,1705394,655184,0,0,1236,1224,0,2
665,1711,1707,85016,85006,1760,201174,0,2
666,1712261,1742974,2813035,356,28211,1224,0,2
667,1712410,2651578,186807,186802,186801,1239,0,2
668,171437,171436,2066434,204441,28211,1224,0,2
669,1714619,186458,178830,11157,2497574,2497569,2732396,10239
670,1714860,290174,49546,200644,117743,976,0,2
671,1715691,2211635,31989,204455,28211,1224,0,2
672,171695,241192,3031464,188710,67799,200940,0,2
673,1717717,2060722,1573805,1970189,200643,976,0,2
674,172,171,170,1643688,203692,203691,0,2
675,1720083,2767874,33958,186826,91061,1239,0,2
676,1731,1481960,186804,186802,186801,1239,0,2
677,1734049,1890059,31979,186802,186801,1239,0,2
678,173480,173479,219687,219686,219685,142182,0,2
679,1735038,1911577,75787,206389,28216,1224,0,2
680,1736674,2861660,49546,200644,117743,976,0,2
681,1737490,2036021,1706371,1706369,1236,1224,0,2
682,1740262,1172191,72275,135622,1236,1224,0,2
683,174142,675065,675064,675063,2732461,2732406,2732396,10239
684,1745854,99,335928,356,28211,1224,0,2
685,174633,380738,1127830,1127829,2517206,203682,0,2
686,1748,1912215,31957,85009,1760,201174,0,2
687,1750598,1769732,0,0,28221,0,0,2
688,1750719,1649,186818,1385,91061,1239,0,2
689,1751046,2808942,2808923,206389,28216,1224,0,2
690,1752063,1190,1892263,1161,3028117,1117,0,2
691,1755588,1755587,12058,464095,2732506,2732408,2732396,10239
692,1755811,2042066,641,135623,1236,1224,0,2
693,1758689,265976,2805590,85006,1760,201174,0,2
694,1759059,2892997,69657,2800060,28211,1224,0,2
695,1760988,1760987,403,135618,1236,1224,0,2
696,1761012,2840454,186807,186802,186801,1239,0,2
697,176106,341940,10477,1511857,2841637,2840024,2840023,10239
698,1761453,1287916,49546,200644,117743,976,0,2
699,1763535,47420,80864,80840,28216,1224,0,2
700,1763536,1518149,267889,135622,1236,1224,0,2
701,1763828,1763827,41297,204457,28211,1224,0,2
702,176652,10487,10486,2732555,2732523,2732007,2732005,10239
703,1768242,318147,0,80840,28216,1224,0,2
704,1771309,404432,28256,135619,1236,1224,0,2
705,1773,1763,1762,85007,1760,201174,0,2
706,1773489,1866954,2844866,204441,28211,1224,0,2
707,1774273,52959,49546,200644,117743,976,0,2
708,1776384,1926556,543314,186802,186801,1239,0,2
709,177758,1643951,188709,2419,188708,200918,0,2
710,1778262,1906657,543,91347,1236,1224,0,2
711,1778263,1906659,543,91347,1236,1224,0,2
712,1778264,1906660,543,91347,1236,1224,0,2
713,178339,2740557,2049,2037,1760,201174,0,2
714,1784714,2173039,2896860,768507,768503,976,0,2
715,1785753,181084,10501,2732524,2732523,2732007,2732005,10239
716,178899,178898,543347,186802,186801,1239,0,2
717,1790137,1518147,49546,200644,117743,976,0,2
718,1795630,447237,85023,85006,1760,201174,0,2
719,179636,201096,80864,80840,28216,1224,0,2
720,179637,2249,1963270,2235,183963,28890,0,2157
721,1796616,572511,186803,186802,186801,1239,0,2
722,1796620,1918385,216572,186802,186801,1239,0,2
723,1796635,1918536,128827,526525,526524,1239,0,2
724,1796646,1918540,2005473,171549,200643,976,0,2
725,1796652,1918598,995019,80840,28216,1224,0,2
726,1796921,2028344,134623,415000,414999,74201,0,2
727,1798205,655352,655351,356,28211,1224,0,2
728,180,179,189779,189778,203693,40117,0,2
729,180170,308906,10486,2732555,2732523,2732007,2732005,10239
730,1802984,1802983,1328881,766,28211,1224,0,2
731,1803846,1209327,49546,200644,117743,976,0,2
732,1803957,138954,12058,464095,2732506,2732408,2732396,10239
733,1804990,337004,85023,85006,1760,201174,0,2
734,180504,1623297,0,0,2731619,2731618,2731360,10239
735,1806508,1988031,0,0,1382928,200795,0,2
736,1808979,1808977,403,135618,1236,1224,0,2
737,1809410,303379,75682,80840,28216,1224,0,2
738,1810504,1934947,1934946,1934945,1236,1224,0,2
739,181082,346673,10501,2732524,2732523,2732007,2732005,10239
740,181124,34448,654128,5338,155619,5204,4751,2759
741,1811807,1860077,449719,135613,1236,1224,0,2
742,1813451,2853332,82115,356,28211,1224,0,2
743,1813871,1874621,563835,1853229,1853228,976,0,2
744,1813880,99479,85021,85006,1760,201174,0,2
745,181487,2529408,2049,2037,1760,201174,0,2
746,181663,2904716,2904715,213118,3024418,200940,0,2
747,1817405,1955413,90964,1385,91061,1239,0,2
748,181762,71950,40562,5338,155619,5204,4751,2759
749,1821560,2948800,0,0,2731619,2731618,2731360,10239
750,1821621,48075,135620,135619,1236,1224,0,2
751,1821750,12103,12058,464095,2732506,2732408,2732396,10239
752,1821960,635,1903412,91347,1236,1224,0,2
753,182210,2035811,194924,213115,3031449,200940,0,2
754,182262,261825,72275,135622,1236,1224,0,2
755,182640,182639,2726069,85009,1760,201174,0,2
756,1826607,1955420,31989,204455,28211,1224,0,2
757,182710,182709,186817,1385,91061,1239,0,2
758,1836,1835,2070,85010,1760,201174,0,2
759,1836467,252356,49546,200644,117743,976,0,2
760,1838062,2948772,0,0,2731619,2731618,2731360,10239
761,1838286,1961799,134623,415000,414999,74201,0,2
762,1839801,670486,0,0,301297,200795,0,2
763,184064,227388,227387,68295,186801,1239,0,2
764,184117,2270,2267,2266,183924,28889,0,2157
765,1842540,378210,2008793,32003,28216,1224,0,2
766,1844971,281915,80864,80840,28216,1224,0,2
767,184914,83461,31,29,32015,2818505,0,2
768,184917,2910984,194924,213115,3031449,200940,0,2
769,185007,46205,186803,186802,186801,1239,0,2
770,1850238,1649486,41297,204457,28211,1224,0,2
771,1850246,2700084,49546,200644,117743,976,0,2
772,1850252,104267,49546,200644,117743,976,0,2
773,1850254,2321187,2808963,213849,3031852,29547,0,2
774,1851148,2690160,2483367,2483366,666505,203682,0,2
775,1851514,2726810,543,91347,1236,1224,0,2
776,1852,1851,2070,85010,1760,201174,0,2
777,1852022,1915401,69277,356,28211,1224,0,2
778,1852373,1161127,1570339,1737405,1737404,1239,0,2
779,1852374,1582879,0,0,1737404,1239,0,2
780,1852381,1980697,995019,80840,28216,1224,0,2
781,185300,346096,2005523,171549,200643,976,0,2
782,1853278,482,481,206351,28216,1224,0,2
783,1853682,744724,2236,2235,183963,28890,0,2157
784,1853690,1075397,1963271,1644055,183963,28890,0,2157
785,1855912,2004797,2211325,2910145,1813735,57723,0,2
786,185782,10979,2946187,2732541,2732459,2732405,2732396,10239
787,1859475,1930830,1300,186826,91061,1239,0,2
788,1861,1860,85030,1643682,1760,201174,0,2
789,186165,1283211,1283210,0,0,0,2732396,10239
790,186189,186188,85017,85006,1760,201174,0,2
791,186192,186191,188786,68933,188787,1297,0,2
792,1862145,390876,2844864,204441,28211,1224,0,2
793,1863,1862,85018,85006,1760,201174,0,2
794,186490,198346,0,0,1236,1224,0,2
795,1866,1865,28056,85008,1760,201174,0,2
796,1866326,2038635,255474,255473,28211,1224,0,2
797,1867719,28100,69277,356,28211,1224,0,2
798,186772,186767,186766,2732502,2732498,2732407,2732396,10239
799,186786,186783,2560063,2732504,2732500,2732407,2732396,10239
800,1868589,1632780,2843305,356,28211,1224,0,2
801,1870985,2005386,1643826,1643822,84998,201174,0,2
802,187101,168808,1129771,203491,203490,32066,0,2
803,1871025,1930845,0,0,0,1239,0,2
804,1871034,2919589,31957,85009,1760,201174,0,2
805,1871153,2022641,2022639,464095,2732506,2732408,2732396,10239
806,187137,208447,188786,68933,188787,1297,0,2
807,187145,187144,1962854,1962852,1962850,1930617,0,2
808,1873524,1980514,2236,2235,183963,28890,0,2157
809,1873698,2733298,10240,2732527,2732525,2732007,2732005,10239
810,1874277,2613912,2798276,2798275,2798274,651137,0,2157
811,187493,187492,135620,135619,1236,1224,0,2
812,1878942,1927833,1903411,91347,1236,1224,0,2
813,1882682,186650,119045,356,28211,1224,0,2
814,1882918,1882917,49,3031712,0,2818505,0,2
815,1883371,2169624,0,0,2731619,2731618,2731360,10239
816,1883414,1897649,28256,135619,1236,1224,0,2
817,188350,545932,0,0,2731619,2731618,2731360,10239
818,1884450,2219049,0,464095,2732506,2732408,2732396,10239
819,1884453,1921703,1884452,11157,2497574,2497569,2732396,10239
820,1884460,1884455,2501985,11157,2497574,2497569,2732396,10239
821,1884461,1884456,2501987,11157,2497574,2497569,2732396,10239
822,1884634,2039639,2162846,2039638,1760,201174,0,2
823,1884914,622681,2162846,2039638,1760,201174,0,2
824,188913,180162,203492,203491,203490,32066,0,2
825,1891207,2014233,641,135623,1236,1224,0,2
826,1891644,2078948,85033,2495578,1760,201174,0,2
827,1891729,1891713,151341,2732532,2732421,2732415,2732092,10239
828,1891746,1891716,151341,2732532,2732421,2732415,2732092,10239
829,1891754,2842669,151341,2732532,2732421,2732415,2732092,10239
830,1891755,2948924,151341,2732532,2732421,2732415,2732092,10239
831,1891756,2843160,151341,2732532,2732421,2732415,2732092,10239
832,1891770,1891714,151341,2732532,2732421,2732415,2732092,10239
833,1891926,1936111,126,112,203683,203682,0,2
834,189381,2837508,186817,1385,91061,1239,0,2
835,1894999,212791,0,356,28211,1224,0,2
836,1896196,1111,335929,204457,28211,1224,0,2
837,1898042,258255,2821832,356,28211,1224,0,2
838,1898749,1993653,338190,31932,1643678,651137,0,2157
839,19,2812025,2812024,69541,3031651,200940,0,2
840,190064,10552,10508,2732559,2732529,2732008,2732005,10239
841,1903276,1078904,0,0,0,651137,0,2157
842,1903694,225143,84642,135624,1236,1224,0,2
843,1903704,432330,186823,1385,91061,1239,0,2
844,1906741,885864,1499392,206351,28216,1224,0,2
845,1906744,1960084,712,135625,1236,1224,0,2
846,1907662,1926677,1643826,1643822,84998,201174,0,2
847,1908198,51366,641,135623,1236,1224,0,2
848,1910935,1910931,2560065,0,2731619,2731618,2731360,10239
849,1911006,1910993,0,0,2731619,2731618,2731360,10239
850,1911010,1910992,0,0,2731619,2731618,2731360,10239
851,1911586,191769,186828,186826,91061,1239,0,2
852,1912795,2767318,2049,2037,1760,201174,0,2
853,1913578,1434046,41297,204457,28211,1224,0,2
854,1913656,1913650,2946170,0,2731619,2731618,2731360,10239
855,1913658,1913653,2946170,0,2731619,2731618,2731360,10239
856,1913995,1913654,2946170,0,2731619,2731618,2731360,10239
857,1914019,1198137,2946170,0,2731619,2731618,2731360,10239
858,1914020,2948831,2946170,0,2731619,2731618,2731360,10239
859,1914161,1913652,2946170,0,2731619,2731618,2731360,10239
860,1914471,1938335,2008790,32003,28216,1224,0,2
861,1914568,1914567,12058,464095,2732506,2732408,2732396,10239
862,1914574,1914566,12058,464095,2732506,2732408,2732396,10239
863,1914853,1914852,0,0,2731619,2731618,2731360,10239
864,1914897,1914850,0,0,2731619,2731618,2731360,10239
865,191495,191494,320583,588673,1497346,201174,0,2
866,1915078,285107,31989,204455,28211,1224,0,2
867,1915209,1915205,0,0,2731619,2731618,2731360,10239
868,1915309,2024975,2024974,2024973,1553900,3018035,0,2
869,191579,332102,1853230,200644,117743,976,0,2
870,1917421,2025617,224372,135619,1236,1224,0,2
871,1917485,60136,2854170,204455,28211,1224,0,2
872,1917980,1917979,0,0,0,0,0,10239
873,1918005,1917990,2560065,0,2731619,2731618,2731360,10239
874,1918011,1918010,2560065,0,2731619,2731618,2731360,10239
875,1918014,1918013,0,0,0,0,2732396,10239
876,1918194,1918017,0,0,2731619,2731618,2731360,10239
877,1918525,1918522,0,0,2731619,2731618,2731360,10239
878,1918720,1918718,0,0,2731619,2731618,2731360,10239
879,1918722,1918721,2560065,0,2731619,2731618,2731360,10239
880,1918727,1918725,0,0,2731619,2731618,2731360,10239
881,1918729,1918728,151340,2732533,2732421,2732415,2732092,10239
882,1918731,1918730,151340,2732533,2732421,2732415,2732092,10239
883,1920493,1920492,151340,2732533,2732421,2732415,2732092,10239
884,1920498,1920494,151340,2732533,2732421,2732415,2732092,10239
885,192073,22,267890,135622,1236,1224,0,2
886,1920749,2490204,0,0,0,1801631,0,2157
887,1920751,1920750,0,0,2731619,2731618,2731360,10239
888,1920754,1920753,2842329,0,2731619,2731618,2731360,10239
889,1920763,1920762,2842329,0,2731619,2731618,2731360,10239
890,1920772,1920771,675071,2732544,2732461,2732406,2732396,10239
891,1920777,1920774,2731643,0,2731619,2731618,2731360,10239
892,1920883,1759396,31989,204455,28211,1224,0,2
