,species,genus,family,order,class,phylum,kingdom,superkingdom
1026,1982357,1982355,0,0,2731619,2731618,2731360,10239
1027,1982360,1982359,0,0,2731619,2731618,2731360,10239
1028,1982363,1623276,0,0,2731619,2731618,2731360,10239
1029,1982364,2843403,0,0,2731619,2731618,2731360,10239
1030,1982365,2843439,0,0,2731619,2731618,2731360,10239
1031,1982368,1982367,0,0,2731619,2731618,2731360,10239
1032,1982371,1982370,0,0,2731619,2731618,2731360,10239
1033,1982373,1982372,0,0,2731619,2731618,2731360,10239
1034,1982377,1623302,0,0,2731619,2731618,2731360,10239
1035,198252,198251,1655514,54526,28211,1224,0,2
1036,1982555,1982554,0,0,2731619,2731618,2731360,10239
1037,1982560,2733200,0,0,2731619,2731618,2731360,10239
1038,1982561,1982557,0,0,2731619,2731618,2731360,10239
1039,1982563,1982562,0,0,2731619,2731618,2731360,10239
1040,1982567,1982566,0,0,2731619,2731618,2731360,10239
1041,1982570,1982569,0,0,2731619,2731618,2731360,10239
1042,1982575,1982573,0,0,2731619,2731618,2731360,10239
1043,1982577,1982576,2842329,0,2731619,2731618,2731360,10239
1044,1982580,542960,0,0,2731619,2731618,2731360,10239
1045,1982584,1982583,2842328,0,2731619,2731618,2731360,10239
1046,1982588,1982587,0,0,2731619,2731618,2731360,10239
1047,1982591,1982590,0,0,2731619,2731618,2731360,10239
1048,1982596,1982594,2842329,0,2731619,2731618,2731360,10239
1049,1982626,2678885,128827,526525,526524,1239,0,2
1050,1982660,2169648,39729,2732550,2732507,2732408,2732396,10239
1051,1982747,1982745,0,0,2731619,2731618,2731360,10239
1052,1982750,2733196,0,0,2731619,2731618,2731360,10239
1053,1982751,1982748,0,0,2731619,2731618,2731360,10239
1054,1982882,1982879,0,0,2731619,2731618,2731360,10239
1055,1982890,1982880,0,0,2731619,2731618,2731360,10239
1056,1982894,1982881,0,0,2731619,2731618,2731360,10239
1057,1982895,2948757,0,0,2731619,2731618,2731360,10239
1058,1982903,1982897,0,0,2731619,2731618,2731360,10239
1059,1982918,1982899,0,0,2731619,2731618,2731360,10239
1060,1983117,1982898,0,0,2731619,2731618,2731360,10239
1061,1983550,2843109,157897,1511857,2841637,2840024,2840023,10239
1062,1983736,1623277,0,0,2731619,2731618,2731360,10239
1063,1983739,1983734,0,0,2731619,2731618,2731360,10239
1064,1983742,1983735,0,0,2731619,2731618,2731360,10239
1065,1983750,1983744,2946173,0,2731619,2731618,2731360,10239
1066,1984775,1984773,0,0,2731619,2731618,2731360,10239
1067,1984778,1984776,0,0,2731619,2731618,2731360,10239
1068,1984783,2843401,0,0,2731619,2731618,2731360,10239
1069,1984787,1984786,0,0,2731619,2731618,2731360,10239
1070,1984790,1984788,0,0,2731619,2731618,2731360,10239
1071,1984796,1980929,0,0,2731619,2731618,2731360,10239
1072,1984800,1984798,0,0,2731619,2731618,2731360,10239
1073,1985175,1911929,2560065,0,2731619,2731618,2731360,10239
1074,1985182,1985181,2560065,0,2731619,2731618,2731360,10239
1075,1985290,1985292,0,0,2731619,2731618,2731360,10239
1076,1985305,1985303,0,0,2731619,2731618,2731360,10239
1077,1985310,1198140,0,0,2731619,2731618,2731360,10239
1078,1985326,1985325,2946170,0,2731619,2731618,2731360,10239
1079,1985337,1985328,2946170,0,2731619,2731618,2731360,10239
1080,1985342,1985329,2946170,0,2731619,2731618,2731360,10239
1081,1985354,1913651,2946170,0,2731619,2731618,2731360,10239
1082,1985689,1985687,11270,11157,2497574,2497569,2732396,10239
1083,1985695,1985692,11270,11157,2497574,2497569,2732396,10239
1084,1985698,140295,11270,11157,2497574,2497569,2732396,10239
1085,1985704,11305,11270,11157,2497574,2497569,2732396,10239
1086,1985714,1985711,2731643,0,2731619,2731618,2731360,10239
1087,1985726,1985720,2731643,0,2731619,2731618,2731360,10239
1088,1985729,2731954,2731643,0,2731619,2731618,2731360,10239
1089,1985730,2731988,2731643,0,2731619,2731618,2731360,10239
1090,1985731,2732924,2731643,0,2731619,2731618,2731360,10239
1091,1985732,477967,2731643,0,2731619,2731618,2731360,10239
1092,1985736,1985733,2731643,0,2731619,2731618,2731360,10239
1093,1985737,2732926,2731643,0,2731619,2731618,2731360,10239
1094,1985740,2732683,2731643,0,2731619,2731618,2731360,10239
1095,1985983,1511771,12058,464095,2732506,2732408,2732396,10239
1096,1986027,10856,10841,2732414,2732413,2732412,2732091,10239
1097,1986034,1910952,10841,2732414,2732413,2732412,2732091,10239
1098,1986112,2508241,2508209,76804,2732506,2732408,2732396,10239
1099,1986113,2508211,2508209,76804,2732506,2732408,2732396,10239
1100,1986118,2508244,2508209,76804,2732506,2732408,2732396,10239
1101,1986204,2019482,292628,292629,292625,200795,0,2
1102,1986538,1623295,0,0,2731619,2731618,2731360,10239
1103,1986960,1986961,12058,464095,2732506,2732408,2732396,10239
1104,1987921,1177214,543,91347,1236,1224,0,2
1105,1987993,2169536,2169529,0,2731619,2731618,2731360,10239
1106,1987994,2169532,2169529,0,2731619,2731618,2731360,10239
1107,1993650,1993641,1993640,0,0,0,0,10239
1108,1993859,1993858,2946173,0,2731619,2731618,2731360,10239
1109,1993872,1623306,0,0,2731619,2731618,2731360,10239
1110,199441,2893056,186817,1385,91061,1239,0,2
1111,199596,120652,45404,356,28211,1224,0,2
1112,2001,2000,2004,85012,1760,201174,0,2
1113,2003188,2082587,1643824,84999,84998,201174,0,2
1114,2003329,40274,10841,2732414,2732413,2732412,2732091,10239
1115,2003391,2003390,12058,464095,2732506,2732408,2732396,10239
1116,2003649,586418,12058,464095,2732506,2732408,2732396,10239
1117,2003678,2003395,564644,2732544,2732461,2732406,2732396,10239
1118,200415,200414,255472,871006,183924,28889,0,2157
1119,2004457,1914165,2946170,0,2731619,2731618,2731360,10239
1120,2005060,2005059,0,0,2731619,2731618,2731360,10239
1121,2005460,268175,1890464,1118,3028117,1117,0,2
1122,2005701,1910991,0,0,2731619,2731618,2731360,10239
1123,2006,147067,2004,85012,1760,201174,0,2
1124,2006110,83614,32033,135614,1236,1224,0,2
1125,2006134,680114,0,0,2731619,2731618,2731360,10239
1126,2006145,1982900,0,0,2731619,2731618,2731360,10239
1127,2006175,1198980,0,0,2731619,2731618,2731360,10239
1128,2010829,2707020,1775411,135614,1236,1224,0,2
1129,2011073,2732884,10860,2732094,2732411,2732410,2732090,10239
1130,2011074,2732099,2732098,2732094,2732411,2732410,2732090,10239
1131,2011075,2732877,10860,2732094,2732411,2732410,2732090,10239
1132,2011076,2732883,10860,2732094,2732411,2732410,2732090,10239
1133,2011077,2732871,10860,2732094,2732411,2732410,2732090,10239
1134,2011078,2732878,10860,2732094,2732411,2732410,2732090,10239
1135,2011079,2732880,10860,2732094,2732411,2732410,2732090,10239
1136,2011080,2732879,10860,2732094,2732411,2732410,2732090,10239
1137,2011081,2732875,10860,2732094,2732411,2732410,2732090,10239
1138,2011082,2732881,10860,2732094,2732411,2732410,2732090,10239
1139,2011083,2732874,10860,2732094,2732411,2732410,2732090,10239
1140,2011088,2732876,10860,2732094,2732411,2732410,2732090,10239
1141,2016596,2891294,2008794,206389,28216,1224,0,2
1142,2017482,436357,2854170,204455,28211,1224,0,2
1143,2020,2019,2012,85012,1760,201174,0,2
1144,2021234,2233801,1775411,135614,1236,1224,0,2
1145,2024580,673534,28056,85008,1760,201174,0,2
1146,2024608,1977639,549779,2732554,2732523,2732007,2732005,10239
1147,2025079,2025078,12058,464095,2732506,2732408,2732396,10239
1148,2026,2023,186824,1385,91061,1239,0,2
1149,2026624,1234545,41297,204457,28211,1224,0,2
1150,2026885,2250122,0,0,0,67810,0,2
1151,2027857,527198,49546,200644,117743,976,0,2
1152,2028345,305976,506,80840,28216,1224,0,2
1153,2029849,1649466,2800061,2800059,28211,1224,0,2
1154,2030964,674976,866787,2732553,2732506,2732408,2732396,10239
1155,2034170,5543,5129,5125,147550,4890,4751,2759
1156,2034996,2034997,2501949,2499411,2497577,2497569,2732396,10239
1157,2034999,2034998,0,0,2731619,2731618,2731360,10239
1158,2035,2034,85023,85006,1760,201174,0,2
1159,2036206,2689587,186827,186826,91061,1239,0,2
1160,2038343,1434010,2805416,2805415,1760,201174,0,2
1161,2039,2038,2805591,85006,1760,201174,0,2
1162,204090,680287,2842327,0,2731619,2731618,2731360,10239
1163,2041855,2560147,0,0,2731619,2731618,2731360,10239
1164,2041859,2560158,0,0,2731619,2731618,2731360,10239
1165,2043170,2813804,2066491,2066490,28211,1224,0,2
1166,2045,2044,85015,85009,1760,201174,0,2
1167,2045011,498374,1968910,1968909,1643678,651137,0,2157
1168,204525,2870717,433,204441,28211,1224,0,2
1169,2047,32207,1268,85006,1760,201174,0,2
1170,2047767,1522431,188711,188710,67799,200940,0,2
1171,2047966,2802288,84642,135624,1236,1224,0,2
1172,2049305,2049301,49546,200644,117743,976,0,2
1173,2049886,2049885,0,0,2731619,2731618,2731360,10239
1174,2051,2050,2049,2037,1760,201174,0,2
1175,2051959,388463,204434,204433,204432,57723,0,2
1176,2052899,186667,186665,2169561,2732514,2732409,2732397,10239
1177,2054,2053,85026,85007,1760,201174,0,2
1178,2055893,2678343,1963271,1644055,183963,28890,0,2157
1179,2056194,2560089,2560062,0,0,0,0,10239
1180,2057,2056,85002,85001,189775,3027942,0,2
1181,2058135,336276,49546,200644,117743,976,0,2
1182,2058175,2058174,49546,200644,117743,976,0,2
1183,2058657,370735,1268,85006,1760,201174,0,2
1184,205868,1623281,0,0,2731619,2731618,2731360,10239
1185,205869,1623284,0,0,2731619,2731618,2731360,10239
1186,205870,2942894,0,0,2731619,2731618,2731360,10239
1187,205872,1623282,0,0,2731619,2731618,2731360,10239
1188,205875,1623285,0,0,2731619,2731618,2731360,10239
1189,205876,2843352,0,0,2731619,2731618,2731360,10239
1190,205879,1623292,0,0,2731619,2731618,2731360,10239
1191,205910,10981,2946187,2732541,2732459,2732405,2732396,10239
1192,2060092,2560112,2731690,0,2731619,2731618,2731360,10239
1193,2060093,2948922,2731690,0,2731619,2731618,2731360,10239
1194,2060142,2843099,10811,2732539,2732424,2732416,2732092,10239
1195,2060973,1052105,474942,5125,147550,4890,4751,2759
1196,2061,2060,85028,85007,1760,201174,0,2
1197,206403,265570,2771472,213849,3031852,29547,0,2
1198,206506,257820,506,80840,28216,1224,0,2
1199,2066,2063,2062,85011,1760,201174,0,2
1200,2066483,2953757,2953756,2497644,2497643,0,0,2
1201,2067065,2593687,481,206351,28216,1224,0,2
1202,2067960,2891323,2008794,206389,28216,1224,0,2
1203,2068655,2888809,186803,186802,186801,1239,0,2
1204,2069432,393005,49546,200644,117743,976,0,2
1205,2070537,1079922,433,204441,28211,1224,0,2
1206,2072590,1522432,75682,80840,28216,1224,0,2
1207,207343,2169664,11632,2169561,2732514,2732409,2732397,10239
1208,207949,599651,135620,135619,1236,1224,0,2
1209,2079521,11306,11270,11157,2497574,2497569,2732396,10239
1210,2079791,235888,85023,85006,1760,201174,0,2
1211,2079792,76634,85023,85006,1760,201174,0,2
1212,208199,2893058,186817,1385,91061,1239,0,2
1213,208216,208215,255474,255473,28211,1224,0,2
1214,208226,114627,31979,186802,186801,1239,0,2
1215,2083181,186666,186665,2169561,2732514,2732409,2732397,10239
1216,208479,2719313,186803,186802,186801,1239,0,2
1217,2086584,2717089,0,186802,186801,1239,0,2
1218,2086585,3047433,3047432,186802,186801,1239,0,2
1219,2093824,2093823,2093822,2093819,2093818,95818,0,2
1220,2093856,574697,1853231,171549,200643,976,0,2
1221,2093857,2591381,216572,186802,186801,1239,0,2
1222,2094025,2831916,49546,200644,117743,976,0,2
1223,2095,2093,2092,2085,31969,544448,0,2
1224,2097,2995234,2895623,2790996,0,544448,0,2
1225,2099786,2685905,186817,1385,91061,1239,0,2
1226,2108365,2778400,1643949,1643947,188708,200918,0,2
1227,2108523,2172004,216572,186802,186801,1239,0,2
1228,2109913,1649468,80864,80840,28216,1224,0,2
1229,2109914,219181,80864,80840,28216,1224,0,2
1230,2109915,352450,80864,80840,28216,1224,0,2
1231,211114,1137960,2070,85010,1760,201174,0,2
1232,2115,2767358,2092,2085,31969,544448,0,2
1233,2115978,2115980,775,766,28211,1224,0,2
1234,2116657,2678886,80864,80840,28216,1224,0,2
1235,2118,2923352,2092,2085,31969,544448,0,2
1236,2126321,1964366,1903411,91347,1236,1224,0,2
1237,2126346,2995704,2062,85011,1760,201174,0,2
1238,2126984,2094720,549779,2732554,2732523,2732007,2732005,10239
1239,213034,675066,675064,675063,2732461,2732406,2732396,10239
1240,2133944,2884814,171552,171549,200643,976,0,2
1241,2136037,2136036,178830,11157,2497574,2497569,2732396,10239
1242,213633,1283209,1283208,2732548,2732463,2732406,2732396,10239
1243,214851,292632,216572,186802,186801,1239,0,2
1244,214888,2919614,0,186328,31969,544448,0,2
1245,2151,46239,33925,186328,31969,544448,0,2
1246,215591,2951106,2951104,136,203692,203691,0,2
1247,215813,309512,2854170,204455,28211,1224,0,2
1248,2161677,288021,1331809,362534,28211,1224,0,2
1249,2161747,231683,255527,135619,1236,1224,0,2
1250,2161875,2842611,1458186,0,0,0,0,10239
1251,2161876,2842806,1458186,0,0,0,0,10239
1252,2161880,2842617,1458186,0,0,0,0,10239
1253,2163011,1921582,506,80840,28216,1224,0,2
1254,2163644,2603321,2603433,766,28211,1224,0,2
1255,216465,52972,80864,80840,28216,1224,0,2
1256,216778,40323,32033,135614,1236,1224,0,2
1257,216816,1678,31953,85004,1760,201174,0,2
1258,216933,2132,2131,186328,31969,544448,0,2
1259,2169400,204456,31989,204455,28211,1224,0,2
1260,2169571,2169647,2169572,0,0,0,0,10239
1261,2169685,2169637,12058,464095,2732506,2732408,2732396,10239
1262,2169686,2841279,2169529,0,2731619,2731618,2731360,10239
1263,2169687,2731621,2169529,0,2731619,2731618,2731360,10239
1264,2169689,2841278,2169529,0,2731619,2731618,2731360,10239
1265,2169692,2169650,151340,2732533,2732421,2732415,2732092,10239
1266,2169700,2169669,10656,2732558,2732529,2732008,2732005,10239
1267,2169704,2169651,0,0,2731619,2731618,2731360,10239
1268,2169707,2169652,0,0,2731619,2731618,2731360,10239
1269,2169721,2169626,1458186,0,0,0,0,10239
1270,2169724,2842885,1458186,0,0,0,0,10239
1271,2169725,674962,324901,464095,2732506,2732408,2732396,10239
1272,2169730,3044672,0,0,2731619,2731618,2731360,10239
1273,2169731,2169635,0,0,2731619,2731618,2731360,10239
1274,2169775,2169638,12058,464095,2732506,2732408,2732396,10239
1275,2169798,1623280,0,0,2731619,2731618,2731360,10239
1276,2169814,2169644,2169570,464095,2732506,2732408,2732396,10239
1277,2169834,2169627,1458186,0,0,0,0,10239
1278,2169853,1506581,12058,464095,2732506,2732408,2732396,10239
1279,2169860,10878,10877,2732542,2732460,2732405,2732396,10239
1280,2169864,2169569,2169568,675063,2732461,2732406,2732396,10239
1281,2169868,2169641,2842329,0,2731619,2731618,2731360,10239
1282,2169870,2169653,0,0,2731619,2731618,2731360,10239
1283,2169883,2169623,0,0,2731619,2731618,2731360,10239
1284,2169893,2169628,1458186,0,0,0,0,10239
1285,2169894,2169666,11632,2169561,2732514,2732409,2732397,10239
1286,2169905,2842656,1458186,0,0,0,0,10239
1287,2169910,2169612,0,0,2731619,2731618,2731360,10239
1288,2169918,2733290,10404,2732515,2732514,2732409,2732397,10239
1289,2169919,2733289,10404,2732515,2732514,2732409,2732397,10239
1290,2169921,2842814,0,0,2731619,2731618,2731360,10239
1291,2169922,2843141,0,0,2731619,2731618,2731360,10239
1292,2169925,2843015,0,0,2731619,2731618,2731360,10239
1293,2169926,2843126,0,0,2731619,2731618,2731360,10239
1294,2169927,2842619,0,0,2731619,2731618,2731360,10239
1295,2169937,2169645,2169570,464095,2732506,2732408,2732396,10239
1296,2169963,2169642,2842329,0,2731619,2731618,2731360,10239
1297,2169965,1755589,12058,464095,2732506,2732408,2732396,10239
1298,2169978,2169621,0,0,2731619,2731618,2731360,10239
1299,2170027,2169629,1458186,0,0,0,0,10239
1300,2170030,696855,11974,464095,2732506,2732408,2732396,10239
1301,2170047,88129,568247,2499881,2497573,2497569,2732396,10239
1302,2170052,2169639,12058,464095,2732506,2732408,2732396,10239
1303,2170091,2169655,0,0,2731619,2731618,2731360,10239
1304,2170098,10875,2732098,2732094,2732411,2732410,2732090,10239
1305,2170116,2169663,2169574,2732537,2732423,2732416,2732092,10239
1306,2170139,2169667,11632,2169561,2732514,2732409,2732397,10239
1307,2170191,2169640,12058,464095,2732506,2732408,2732396,10239
1308,2170203,2169668,11632,2169561,2732514,2732409,2732397,10239
1309,2170215,2842973,2842329,0,2731619,2731618,2731360,10239
1310,2170216,2169643,2842329,0,2731619,2731618,2731360,10239
1311,2170221,2169625,0,0,2731619,2731618,2731360,10239
1312,2170233,11007,11006,2732540,2732458,2732405,2732396,10239
1313,2170234,2169656,0,0,2731619,2731618,2731360,10239
1314,2170235,2169614,151340,2732533,2732421,2732415,2732092,10239
1315,2170236,2169615,151340,2732533,2732421,2732415,2732092,10239
1316,2170237,2169616,151340,2732533,2732421,2732415,2732092,10239
1317,2170239,2169657,0,0,2731619,2731618,2731360,10239
1318,2170248,2169622,0,0,2731619,2731618,2731360,10239
1319,2170254,2169658,0,0,2731619,2731618,2731360,10239
1320,2170745,1160973,1268,85006,1760,201174,0,2
1321,2171623,947525,125316,85006,1760,201174,0,2
1322,2171755,2778525,31989,204455,28211,1224,0,2
1323,2172099,2894574,72275,135622,1236,1224,0,2
1324,2172103,2172100,1903416,91347,1236,1224,0,2
1325,2173,2172,2159,2158,183925,28890,0,2157
1326,2173034,2603323,2603322,186802,186801,1239,0,2
1327,2176,2175,2206,94695,224756,28890,0,2157
1328,217686,1513308,69973,2732544,2732461,2732406,2732396,10239
1329,2180,2179,2178,2158,183925,28890,0,2157
1330,218208,218207,3031627,213118,3024418,200940,0,2
1331,2182400,2733202,0,0,2731619,2731618,2731360,10239
1332,2183582,2661818,72275,135622,1236,1224,0,2
1333,2183911,180541,742031,742030,1236,1224,0,2
1334,2184083,2891324,2008794,206389,28216,1224,0,2
1335,2187,2184,2183,2182,183939,28890,0,2157
1336,2189,196119,196117,2182,183939,28890,0,2157
1337,219174,564640,185752,0,0,0,0,10239
1338,219314,2040,85015,85009,1760,201174,0,2
1339,2198,45989,2194,2191,224756,28890,0,2157
1340,2199,2195,2194,2191,224756,28890,0,2157
1341,2201,81416,2194,2191,224756,28890,0,2157
1342,2202149,141948,32033,135614,1236,1224,0,2
1343,2202721,561555,49546,200644,117743,976,0,2
1344,2203,2202,196137,2191,224756,28890,0,2157
1345,220697,168934,2844866,204441,28211,1224,0,2
1346,2209,2207,2206,94695,224756,28890,0,2157
1347,2211106,2039723,135616,72273,1236,1224,0,2
1348,2211108,3050898,2008793,32003,28216,1224,0,2
1349,2211140,2608728,204434,204433,204432,57723,0,2
1350,2213194,200903,186817,1385,91061,1239,0,2
1351,2213226,2758906,135621,72274,1236,1224,0,2
1352,221402,2899790,712,135625,1236,1224,0,2
1353,2218628,29487,1903414,91347,1236,1224,0,2
1354,2219043,2494209,2494208,2494207,1042312,67819,0,2
1355,221915,1857843,2560065,0,2731619,2731618,2731360,10239
1356,2219224,83681,2004,85012,1760,201174,0,2
1357,2220095,69578,85023,85006,1760,201174,0,2
1358,2220096,2478349,2829815,204441,28211,1224,0,2
1359,2224,2222,143067,2905377,224756,28890,0,2157
1360,222819,2023214,0,1150,3028117,1117,0,2
1361,2231055,73029,2008795,206389,28216,1224,0,2
1362,2231603,150366,474943,5125,147550,4890,4751,2759
1363,2233999,204447,2829815,204441,28211,1224,0,2
1364,2238,2237,1963268,2235,183963,28890,0,2157
1365,223967,2282523,119045,356,28211,1224,0,2
1366,2246,2251,1644056,1644055,183963,28890,0,2157
1367,2247,56688,1963271,1644055,183963,28890,0,2157
1368,225148,292833,689704,1963360,204429,204428,0,2
1369,225194,2883512,213422,3031668,3031651,200940,0,2
1370,225588,308912,0,0,2731619,2731618,2731360,10239
1371,2257,63743,1963268,2235,183963,28890,0,2157
1372,2259620,2650549,72275,135622,1236,1224,0,2
1373,2259673,1007082,338190,31932,1643678,651137,0,2157
1374,225992,283,80864,80840,28216,1224,0,2
1375,2268024,2680021,119060,80840,28216,1224,0,2
1376,2268449,39845,2070,85010,1760,201174,0,2
1377,2269,2268,114378,2856582,183924,28889,0,2157
1378,227086,227085,0,0,29197,136419,0,2759
1379,227318,390988,28056,85008,1760,201174,0,2
1380,227470,2948665,2946170,0,2731619,2731618,2731360,10239
1381,2275,2273,2272,114380,183924,28889,0,2157
1382,2280,2279,2272,114380,183924,28889,0,2157
1383,2282148,662756,2885735,2885734,2885733,1801631,0,2157
1384,2282206,692605,548682,548681,2731363,2731361,2731360,10239
1385,2283160,1221880,186817,1385,91061,1239,0,2
1386,2283195,125287,2805590,85006,1760,201174,0,2
1387,2283318,2824158,468,2887326,1236,1224,0,2
1388,2287,2100760,118883,2281,183924,28889,0,2157
1389,228745,171868,558314,1485951,187857,200783,0,2
1390,2290923,1654931,481,206351,28216,1224,0,2
1391,2291597,745410,0,0,1236,1224,0,2
1392,2292766,2766927,1779135,1779134,28221,0,0,2
1393,2293,2289,213119,213118,3024418,200940,0,2
1394,2293317,2293313,68298,186802,186801,1239,0,2
1395,2296,2904687,213119,213118,3024418,200940,0,2
1396,229731,203193,1644061,1644060,183963,28890,0,2157
1397,2303331,413435,568386,1775403,1236,1224,0,2
1398,2303538,288793,72275,135622,1236,1224,0,2
1399,2304600,1406135,2831104,356,28211,1224,0,2
1400,2305987,1649463,69277,356,28211,1224,0,2
1401,2306623,2733284,39729,2732550,2732507,2732408,2732396,10239
1402,230871,2733143,2842327,0,2731619,2731618,2731360,10239
1403,231049,2767882,33958,186826,91061,1239,0,2
1404,2315,2314,2194,2191,224756,28890,0,2157
1405,2315862,2698688,563835,1853229,1853228,976,0,2
1406,2316383,2770094,2770092,2770089,186801,1239,0,2
1407,2317,2316,2159,2158,183925,28890,0,2157
1408,2320,2319,183713,68985,183988,28890,0,2157
1409,2320858,651660,186818,1385,91061,1239,0,2
1410,2321403,1433993,2762286,768507,768503,976,0,2
1411,2322,2321,2206,94695,224756,28890,0,2157
1412,232237,1623309,0,0,2731619,2731618,2731360,10239
1413,232259,232244,563798,768507,768503,976,0,2
1414,2331,2330,972,53433,186801,1239,0,2
1415,233100,233099,72276,135613,1236,1224,0,2
1416,233181,33055,0,0,28216,1224,0,2
1417,233894,2560244,2946170,0,2731619,2731618,2731360,10239
1418,2341112,2661800,82115,356,28211,1224,0,2
1419,2341117,1769012,563835,1853229,1853228,976,0,2
1420,234827,411566,1328881,766,28211,1224,0,2
1421,2350,2349,1937961,1936988,1937959,976,0,2
1422,2352,2351,2945022,191393,68337,200930,0,2
1423,235201,1623300,0,0,2731619,2731618,2731360,10239
1424,235266,2948650,2946183,1511857,2841637,2840024,2840023,10239
1425,2358,2357,3031658,3031657,3031650,200940,0,2
1426,2364647,2662752,1903409,91347,1236,1224,0,2
1427,236753,236752,216572,186802,186801,1239,0,2
1428,2371,2370,32033,135614,1236,1224,0,2
1429,237258,501783,2762318,200644,117743,976,0,2
1430,2377,2375,1843490,909929,909932,1239,0,2
1431,238,308865,2762318,200644,117743,976,0,2
1432,2382161,46466,972,53433,186801,1239,0,2
1433,239935,239934,1647988,48461,203494,74201,0,2
1434,240426,2733300,10240,2732527,2732525,2732007,2732005,10239
1435,240427,2767892,33958,186826,91061,1239,0,2
1436,240495,1847,2070,85010,1760,201174,0,2
1437,241244,648802,186818,1385,91061,1239,0,2
1438,241425,241421,1892255,1150,3028117,1117,0,2
1439,2419771,1195526,85023,85006,1760,201174,0,2
1440,2419772,2767877,33958,186826,91061,1239,0,2
1441,2419774,2680004,85023,85006,1760,201174,0,2
1442,2421,2420,1643950,2419,188708,200918,0,2
1443,2424,2422,1643950,2419,188708,200918,0,2
1444,242527,1720323,0,0,2731619,2731618,2731360,10239
1445,242600,1755829,1755828,200644,117743,976,0,2
1446,242606,242605,1775411,135614,1236,1224,0,2
1447,242703,105850,871007,871006,183924,28889,0,2157
1448,244589,10475,10474,0,0,0,0,10239
1449,244596,274591,69277,356,28211,1224,0,2
1450,244787,191291,224467,235899,3031852,29547,0,2
1451,245188,2211641,31989,204455,28211,1224,0,2
1452,245685,1920865,2731691,0,2731619,2731618,2731360,10239
1453,248039,248038,2945020,191393,68337,200930,0,2
1454,2483033,2738399,31989,204455,28211,1224,0,2
1455,2483799,154116,145358,85006,1760,201174,0,2
1456,2487072,2782229,2762318,200644,117743,976,0,2
1457,2487118,2679910,128827,526525,526524,1239,0,2
1458,2490858,2689589,186824,1385,91061,1239,0,2
1459,2493639,2698753,2024974,2024973,1553900,3018035,0,2
1460,249402,273135,1501348,768507,768503,976,0,2
1461,2494234,40544,995019,80840,28216,1224,0,2
1462,2494373,59739,200667,768507,768503,976,0,2
1463,2494374,1443919,31989,204455,28211,1224,0,2
1464,2494552,2733285,39729,2732550,2732507,2732408,2732396,10239
1465,2495645,76833,2049,2037,1760,201174,0,2
1466,2496265,1470540,186828,186826,91061,1239,0,2
1467,2496266,32014,1499392,206351,28216,1224,0,2
1468,2498113,2810357,1903416,91347,1236,1224,0,2
1469,2498135,104204,83676,85012,1760,201174,0,2
1470,2498451,67575,1046,135613,1236,1224,0,2
1471,2499157,529881,85023,85006,1760,201174,0,2
1472,2499618,2499609,76803,76804,2732506,2732408,2732396,10239
1473,2499620,2499610,76803,76804,2732506,2732408,2732396,10239
1474,2499621,2499611,76803,76804,2732506,2732408,2732396,10239
1475,2499622,2499612,76803,76804,2732506,2732408,2732396,10239
1476,2499677,2499676,76803,76804,2732506,2732408,2732396,10239
1477,2499678,2499675,76803,76804,2732506,2732408,2732396,10239
1478,2499685,2499674,76803,76804,2732506,2732408,2732396,10239
1479,2499932,2499617,76803,76804,2732506,2732408,2732396,10239
1480,2500533,238783,31989,204455,28211,1224,0,2
1481,2500547,1778601,2762318,200644,117743,976,0,2
1482,2501933,2948716,2501985,11157,2497574,2497569,2732396,10239
1483,2501934,2946788,2501985,11157,2497574,2497569,2732396,10239
1484,2501935,2948685,2501985,11157,2497574,2497569,2732396,10239
1485,2501936,2948683,2501985,11157,2497574,2497569,2732396,10239
1486,2501937,2948759,2501985,11157,2497574,2497569,2732396,10239
1487,2501942,2948893,2501987,11157,2497574,2497569,2732396,10239
1488,2501943,2948799,2501987,11157,2497574,2497569,2732396,10239
1489,2501944,2948673,2501987,11157,2497574,2497569,2732396,10239
1490,2501945,2948721,2501987,11157,2497574,2497569,2732396,10239
1491,2501946,2948837,2501987,11157,2497574,2497569,2732396,10239
1492,2501947,2499615,76803,76804,2732506,2732408,2732396,10239
1493,2501958,1985709,2501986,11157,2497574,2497569,2732396,10239
1494,2501965,2499613,76803,76804,2732506,2732408,2732396,10239
1495,2501969,2499614,76803,76804,2732506,2732408,2732396,10239
1496,2502000,2499616,76803,76804,2732506,2732408,2732396,10239
1497,2502779,2812019,563835,1853229,1853228,976,0,2
1498,2505977,1070314,2236,2235,183963,28890,0,2157
1499,2506420,2930384,33958,186826,91061,1239,0,2
1500,2507160,2060094,543314,186802,186801,1239,0,2
1501,2507161,2992720,2992717,1737405,1737404,1239,0,2
1502,2507162,1738645,216572,186802,186801,1239,0,2
1503,2507290,2507289,2501983,76804,2732506,2732408,2732396,10239
1504,2507503,2507497,2501968,2499405,2497572,2497569,2732396,10239
1505,2507538,762641,49546,200644,117743,976,0,2
1506,2508226,2508224,2501967,76804,2732506,2732408,2732396,10239
1507,2508233,2508230,2501982,76804,2732506,2732408,2732396,10239
1508,2508237,2508231,2501982,76804,2732506,2732408,2732396,10239
1509,2508251,2508243,2508209,76804,2732506,2732408,2732396,10239
1510,2508252,2508245,2508209,76804,2732506,2732408,2732396,10239
1511,2508255,2508253,2501959,2499408,2497575,2497569,2732396,10239
